id,status,type,format,label,title,resource_url,role,artist,year,thumb,stats.community.in_wantlist,stats.community.in_collection,main_release,trackinfo,format_category
1448983,,master,,,Scale,https://api.discogs.com/masters/1448983,TrackAppearance,Various,2018,,13,53,12838630,,CD
13604175,Accepted,release,"File, MP3, Mixed",Bruits De Fond,Latitude Of Ignition,https://api.discogs.com/releases/13604175,TrackAppearance,Azra (9),2019,,3,1,,Face Time,Other
15111958,Accepted,release,"File, FLAC, Mixed, Smplr, 24-",Touch,Touch: Isolation Sampler,https://api.discogs.com/releases/15111958,TrackAppearance,Various,2020,,5,16,,Untitled,Other
15154982,Accepted,release,"206xFile, WAV, Comp",ATTN:Magazine,ATTN​:​Span,https://api.discogs.com/releases/15154982,TrackAppearance,Various,2020,,6,12,,Dreamlet,Other
15248318,Accepted,release,"Cass, Album, Comp, Ltd",Mould Museum,Thanking You,https://api.discogs.com/releases/15248318,TrackAppearance,Various,2020,,22,24,,Son-In-Law Eggs,Other
15469977,Accepted,release,"27xFile, FLAC, 24- + File, FLAC, 24- + Comp",Touch,Touch: Isolation,https://api.discogs.com/releases/15469977,TrackAppearance,Various,2020,,7,29,,Sbagliato (Demo),Other
16281181,Accepted,release,"15xFile, AAC, AIFF, ALAC, FLAC, MP3, ogg, WAV, Alb",EMA (Electronic Media Activities) Records,"En El Fin Del Mundo, Hasta El Fin Del Mundo",https://api.discogs.com/releases/16281181,TrackAppearance,Various,2020,,0,2,,Pas Le Bebe,Other
20759206,Accepted,release,"20xLP, S/Sided, Album, Etch, Cle",Matière Mémoire,MMXX Complete Bundle With Printed Plexiglass Box,https://api.discogs.com/releases/20759206,TrackAppearance,Various,2021,,7,9,,Viscount Gort,LP
23631377,Accepted,release,"10xFile, FLAC, 24- + File, FLAC, 24- + File, FLAC,",Touch,Touch: Displacing,https://api.discogs.com/releases/23631377,TrackAppearance,Various,2021,,2,6,,Celeste Confit,Other
2401120,,master,,,Ostgut Ton | Fünfzehn + 1,https://api.discogs.com/masters/2401120,TrackAppearance,Various,2021,,160,205,21132019,,CD
25144903,Accepted,release,"M/Stick, WAV, Comp, Ltd",Black Truffle,Black Truffle USB Bomb,https://api.discogs.com/releases/25144903,TrackAppearance,Various,2022,,4,14,,"Introduction, Part I, ...",Other
25723519,Accepted,release,"100xFile, MP3, Comp, 320",Bleep (2),Bleep 100 Tracks 2022 ,https://api.discogs.com/releases/25723519,TrackAppearance,Various,2022,,4,4,,&quot;Caught In The Di...,Other
29331637,Accepted,release,"28xFile, FLAC, MP3, Comp",Penultimate Press,Elvis,https://api.discogs.com/releases/29331637,TrackAppearance,Various,2023,,0,0,,You're Not The Only On...,Other
11786995,Accepted,release,"2xCDr, CD-ROM, Comp, Ltd, Unofficial, MP3",Aurora Borealis,1&2 10.04,https://api.discogs.com/releases/11786995,UnofficialRelease,Caveman Skull,2004,,30,13,,Corkscrew,CD
11786943,Accepted,release,"CDr, CD-ROM, Comp, Ltd, MP, Unofficial",Aurora Borealis,VS Arthur 101704 - Defektive Version -,https://api.discogs.com/releases/11786943,UnofficialRelease,Caveman Skull,2005,,10,7,,Corkscrew,CD
4788029,Accepted,release,"File, MP3, Mixed, Unofficial, 192",Spannered,Kneel Before Zod,https://api.discogs.com/releases/4788029,UnofficialRelease,El Kano,2008,,6,1,,Korn Boys (Oren Ambarc...,Other
4793852,Accepted,release,"File, MP3, Mixed, Unofficial, 256",Spannered,Coldfall,https://api.discogs.com/releases/4793852,UnofficialRelease,Coppice (2),2009,,1,1,,Gene,Other
939973,,master,,,Claws Overhead,https://api.discogs.com/masters/939973,UnofficialRelease,Warm Ghost,2010,,3,1,7947198,,CD
8598893,Accepted,release,"File, MP3, Mixed, Unofficial",Not On Label (Unlogic Thing),Moisture For Nobodies Sessions Vol.18,https://api.discogs.com/releases/8598893,UnofficialRelease,Unlogic Thing,2016,,4,2,,Only Wanting To Melt B...,Other
28674322,Accepted,release,"CDr, Comp, Mixtape, Num, Unofficial",Not On Label (Blue Spectrum Self-released),Electroacoustic Mix,https://api.discogs.com/releases/28674322,UnofficialRelease,Blue Spectrum*,2023,,0,1,,Tima Formosa 2,CD
279395,,master,,,"Haunt Me, Haunt Me Do It Again",https://api.discogs.com/masters/279395,Main,Tim Hecker,2001,,264,499,137371,,CD
45505,Accepted,release,"CD, EP",Substractif,My Love Is Rotten To The Core,https://api.discogs.com/releases/45505,Main,T. Hecker*,2002,,114,311,,,CD
263648,Accepted,release,"CD, Maxi",Parachute Magazine,"Trade Winds, White Noise",https://api.discogs.com/releases/263648,Main,Tim Hecker,2002,,192,79,,,CD
1644182,Accepted,release,"CDr, Ltd, Num",Oral,VOLT-AA (03) Appropriation,https://api.discogs.com/releases/1644182,Main,Helen of Troy / Tim Hecker / Martin Tétreault,2002,,66,17,,,CD
5639,,master,,,Radio Amor,https://api.discogs.com/masters/5639,Main,Tim Hecker,2003,,249,538,134731,,CD
1277018,Accepted,release,"12"", Ltd",En/Of,Radio Marti / Radio Havana,https://api.discogs.com/releases/1277018,Main,Tim Hecker,2004,,262,26,,,Other
27110979,Accepted,release,"4xFile, MP3, 192",UbuWeb,Unknown,https://api.discogs.com/releases/27110979,Main,Tim Hecker,2004,,2,2,,,Other
594094,,master,,,Mirages,https://api.discogs.com/masters/594094,Main,Tim Hecker,2004,,83,124,7014429,,CD
1972528,,master,,,Mort Aux Vaches,https://api.discogs.com/masters/1972528,Main,Tim Hecker,2004,,185,303,408811,,CD
698026,Accepted,release,"CDr, B/card",Twisted Knister,Pareidolia,https://api.discogs.com/releases/698026,Main,Tim Hecker,2006,,116,29,,,CD
5653,,master,,,Harmony In Ultraviolet,https://api.discogs.com/masters/5653,Main,Tim Hecker,2006,,318,1058,757715,,CD
5667,,master,,,Norberg,https://api.discogs.com/masters/5667,Main,Tim Hecker,2007,,98,231,1129861,,CD
1000916,,master,,,Atlas,https://api.discogs.com/masters/1000916,Main,Tim Hecker,2007,,274,226,1161300,,CD
5679,,master,,,Fantasma Parastasie,https://api.discogs.com/masters/5679,Main,Aidan Baker · Tim Hecker,2008,,125,394,1507629,,CD
5689,,master,,,An Imaginary Country,https://api.discogs.com/masters/5689,Main,Tim Hecker,2009,,690,1178,1646214,,CD
274879,,master,,,Apondalifa,https://api.discogs.com/masters/274879,Main,Tim Hecker,2010,,168,195,2447419,,CD
315717,,master,,,"Ravedeath, 1972",https://api.discogs.com/masters/315717,Main,Tim Hecker,2011,,2714,3550,2744777,,CD
392188,,master,,,Dropped Pianos,https://api.discogs.com/masters/392188,Main,Tim Hecker,2011,,98,393,3154287,,CD
494432,,master,,,Instrumental Tourist,https://api.discogs.com/masters/494432,Main,"Tim Hecker, Daniel Lopatin",2012,,133,261,4054848,,CD
606051,,master,,,Virgins,https://api.discogs.com/masters/606051,Main,Tim Hecker,2013,,226,598,4985741,,CD
5865492,Accepted,release,"File, MP3, Single, 256",[adult swim],"Amps, Drugs, Mellotron",https://api.discogs.com/releases/5865492,Main,Tim Hecker,2014,,11,54,,,Other
904616,,master,,,Norberg / Apondalifa,https://api.discogs.com/masters/904616,Main,Tim Hecker,2015,,161,273,7626704,,CD
9016477,Accepted,release,"File, MP3, Single, 256",[adult swim],Veil Scans,https://api.discogs.com/releases/9016477,Main,Tim Hecker,2016,,6,35,,,Other
9680466,Accepted,release,"File, MP3, 320",Resident Advisor,RA.EX298 Tim Hecker,https://api.discogs.com/releases/9680466,Main,Tim Hecker,2016,,1,7,,,Other
982605,,master,,,Love Streams,https://api.discogs.com/masters/982605,Main,Tim Hecker,2016,,81,280,9577500,,CD
1430652,,master,,,Konoyo,https://api.discogs.com/masters/1430652,Main,Tim Hecker,2018,,576,1380,12567577,,CD
1548761,,master,,,Anoyo,https://api.discogs.com/masters/1548761,Main,Tim Hecker,2019,,395,905,13614944,,CD
2474884,,master,,,The North Water (Original Score),https://api.discogs.com/masters/2474884,Main,Tim Hecker,2021,,80,249,21834514,,CD
3209664,,master,,,Infinity Pool (Original Motion Picture Soundtrack),https://api.discogs.com/masters/3209664,Main,Tim Hecker,2023,,10,11,26229995,,CD
3047921,,master,,,No Highs,https://api.discogs.com/masters/3047921,Main,Tim Hecker,2023,,8,26,26677526,,CD
111528,Accepted,release,"2xCD, Album","BiP_HOp, BiP_HOp",Furlines,https://api.discogs.com/releases/111528,Remix,Tennis,2003,,42,116,,Self-Seal Mishap (Unde...,CD
1191937,,master,,,Oceanic Remixes Volume II,https://api.discogs.com/masters/1191937,Remix,Isis (6),2004,,118,635,422143,,CD
5708,,master,,,Oceanic Remixes / Reinterpretations,https://api.discogs.com/masters/5708,Remix,Isis (6),2004,,66,112,347141,,CD
1291916,Accepted,release,"2xCD, Comp",Bottrop-Boy,Burned Bridges And Lost Loves,https://api.discogs.com/releases/1291916,Remix,TV Pow,2005,,31,39,,Whiteout,CD
5729,,master,,,"Disown, Delete",https://api.discogs.com/masters/5729,Remix,Ensemble,2006,,15,31,765991,,CD
1704476,Accepted,release,"12"", Ltd, Mag",Crucial Blast,Board Up The House Remixes Vol. 5,https://api.discogs.com/releases/1704476,Remix,Genghis Tron,2009,,125,241,,Board Up The House (Ti...,Other
3193098,,master,,,Who Designs Nature's How,https://api.discogs.com/masters/3193098,Remix,Bell Orchestre,2009,,31,16,2079956,,CD
459194,,master,,,New History Warfare Vol. 1,https://api.discogs.com/masters/459194,Remix,Colin Stetson,2009,,81,19,1803159,,CD
1330073,,master,,,Dust Rmx,https://api.discogs.com/masters/1330073,Remix,Ellen Allien,2011,,42,114,2803995,,CD
493643,,master,,,A Wrenched Virile Lore,https://api.discogs.com/masters/493643,Remix,Mogwai,2012,,227,645,4047726,,CD
1842680,,master,,,Extra Playful: Transitions,https://api.discogs.com/masters/1842680,Remix,John Cale,2012,,3,13,3802368,,CD
4449114,Accepted,release,"CD, Comp, Mixed",DJMag.de,BPC Home Mix 2013,https://api.discogs.com/releases/4449114,Remix,Ellen Allien,2013,,17,28,,Sun The Rain (Tim Heck...,CD
5423413,Accepted,release,"12"", Ltd, Num, W/Lbl",Kompakt,Cupid's Head Remixe II,https://api.discogs.com/releases/5423413,Remix,The Field,2014,,125,185,,No. No... (Tim Hecker ...,Other
5820788,Accepted,release,"8xFile, WAV, Comp",Kompakt,Cupid's Head Remixe,https://api.discogs.com/releases/5820788,Remix,The Field,2014,,9,29,,No. No... (Tim Hecker ...,Other
6323871,Accepted,release,"3xFile, MP3, Single, 320",OWSLA,Down From The Rafters Remixes,https://api.discogs.com/releases/6323871,Remix,Hundred Waters,2014,,1,8,,Down From The Rafters ...,Other
6916179,Accepted,release,"CD, Promo, Smplr",Beat Records,Beat Records Sampler 2015,https://api.discogs.com/releases/6916179,Remix,Various,2015,,3,7,,The Sky Opposite (Tim ...,CD
871548,,master,,,Joined Ends Remix EP,https://api.discogs.com/masters/871548,Remix,Dorian Concept,2015,,30,133,6897510,,CD
8388525,Accepted,release,"LP, Album, RSD, Ltd, Cle",Soft Limit,El Pintor Remixes,https://api.discogs.com/releases/8388525,Remix,Interpol,2016,,240,740,,Twice As Hard (Remixed...,LP
1161738,,master,,,Timber Remixed,https://api.discogs.com/masters/1161738,Remix,"Michael Gordon (2), Mantra Percussion",2016,,12,28,10099576,,CD
1203342,,master,,,Golden Times 1,https://api.discogs.com/masters/1203342,Remix,Ben Lukas Boysen,2017,,5,14,10509720,,CD
13026837,Accepted,release,"File, MP3, Mixed, 320",FWD.DJ,FWD113,https://api.discogs.com/releases/13026837,Remix,Ben Lukas Boysen,2018,,2,1,,Nocturne 4 (Tim Hecker...,Other
13081755,Accepted,release,"File, MP3, Mixed, 320",A Strangely Isolated Place,Isolatedmix 85,https://api.discogs.com/releases/13081755,Remix,r beny,2019,,2,14,,Water / Light / Shifts...,Other
14578901,Accepted,release,"12"", EP",Au(g)tunes,元唄 幽玄 ～元ちとせ奄美シマ唄 Remix～ = Hajime-Uta Ugen - Chitose Hajime Amami Shima-Uta Remix,https://api.discogs.com/releases/14578901,Remix,元ちとせ*,2019,,32,32,,長雲節 = Nagakumo-Bushi ,Other
26426678,Accepted,release,"4xFile, WAV, 24-",Ninja Tune,Lead Sister (Tim Hecker Remix),https://api.discogs.com/releases/26426678,Remix,Marie Davidson And L'Œil Nu,2021,,0,2,,Lead Sister (Tim Hecke...,Other
211277,Accepted,release,"CD, Comp",Plop,Micro Blue,https://api.discogs.com/releases/211277,Producer,Various,2002,,30,72,,Post-Sum,CD
1191937,,master,,,Oceanic Remixes Volume II,https://api.discogs.com/masters/1191937,Producer,Isis (6),2004,,118,635,422143,,CD
268747,,master,,,Purple Blaze,https://api.discogs.com/masters/268747,Producer,Ris Paul Ric,2005,,26,78,1091531,,CD
5708,,master,,,Oceanic Remixes / Reinterpretations,https://api.discogs.com/masters/5708,Producer,Isis (6),2005,,31,104,6103490,,CD
690385,,master,,,Aurora,https://api.discogs.com/masters/690385,Producer,Ben Frost,2014,,295,892,5718367,,CD
22816829,Accepted,release,"File, MP3, Single, 320",XL Recordings,Cayó,https://api.discogs.com/releases/22816829,Producer,Arca (4),2022,,2,2,,,Other
29522953,Accepted,release,"LP, Album, Ltd, Whi","Mute, Mute",Scope Neglect,https://api.discogs.com/releases/29522953,Producer,Ben Frost,2024,,8,55,,,LP
268747,,master,,,Purple Blaze,https://api.discogs.com/masters/268747,Mixed by,Ris Paul Ric,2005,,26,78,1091531,,CD
974414,,master,,,The Ridge,https://api.discogs.com/masters/974414,Mixed by,Sarah Neufeld,2016,,53,102,8160794,,CD
141902,,master,,,Electric Ladyland (Clickhop Version 1.0),https://api.discogs.com/masters/141902,Appearance,Various,2001,,41,68,5293267,,CD
93686,,master,,,Ultramarin,https://api.discogs.com/masters/93686,Appearance,Jetone,2001,,107,310,15938,,CD
45675,Accepted,release,"CD, Album, Ltd",Raster-Noton,Temporary Music,https://api.discogs.com/releases/45675,Appearance,Mitchell Akiyama,2002,,99,188,,,CD
65853,Accepted,release,"CD, Album",Intr_version Records,Climate Variations,https://api.discogs.com/releases/65853,Appearance,Désormais,2002,,42,149,,,CD
74149,Accepted,release,"CD, Album",Intr_version Records,Sous Le Manguier,https://api.discogs.com/releases/74149,Appearance,Ghislain Poirier,2002,,28,110,,,CD
5768,,master,,,Clicks & Cuts 3,https://api.discogs.com/masters/5768,Appearance,Various,2002,,311,507,109244,,CD
169825,,master,,,Montreal Smoked Meat,https://api.discogs.com/masters/169825,Appearance,Various,2002,,61,263,67538,,CD
5743,,master,,,Walking In Jerusalem,https://api.discogs.com/masters/5743,Appearance,Random_Inc,2002,,27,167,73861,,CD
190420,Accepted,release,CD,Intr_version Records,Saturday Morning Empires,https://api.discogs.com/releases/190420,Appearance,Various,2003,,20,104,,Enima,CD
346499,Accepted,release,"LP, Comp, Ltd, Num, Whi",(1.8)sec.records,(1.8)sec.compilation,https://api.discogs.com/releases/346499,Appearance,Various,2004,,46,65,,You And Me In The Roda,LP
8201,,master,,,N'Écoutez Pas,https://api.discogs.com/masters/8201,Appearance,Fly Pan Am,2004,,159,437,1117747,,CD
268747,,master,,,Purple Blaze,https://api.discogs.com/masters/268747,Appearance,Ris Paul Ric,2005,,26,78,1091531,,CD
5708,,master,,,Oceanic Remixes/Reinterpretations,https://api.discogs.com/masters/5708,Appearance,Isis (6),2005,,83,740,443539,,CD
840305,Accepted,release,"CD, Comp",Ytterbium,Sur-terre.net (Soundtrack For Variable Fiction),https://api.discogs.com/releases/840305,Appearance,Various,2006,,36,74,,Ventoux,CD
5322,,master,,,Live At Sónar,https://api.discogs.com/masters/5322,Appearance,Miss Kittin,2006,,31,171,1154546,,CD
5837,,master,,,Idol Tryouts Two: Ghostly International Vol. Two,https://api.discogs.com/masters/5837,Appearance,Various,2006,,46,251,667561,,CD
5757,,master,,,We Know You Know,https://api.discogs.com/masters/5757,Appearance,Lesbians On Ecstasy,2007,,20,115,969153,,CD
3063416,Accepted,release,"CD, Album",Empreintes DIGITALes,[60]Project,https://api.discogs.com/releases/3063416,Appearance,Mathew Adkins,2008,,19,36,,,CD
2158088,Accepted,release,DVD-V,Blossoming Noise,Skills / Faces,https://api.discogs.com/releases/2158088,Appearance,Jan van Hasselt,2010,,61,46,,Faces,DVD
2528169,Accepted,release,"12"", Ltd",Merge Records,Archer On The Beach,https://api.discogs.com/releases/2528169,Appearance,Destroyer (4),2010,,146,344,,Archer On The Beach,Other
283524,,master,,,DJ-Kicks,https://api.discogs.com/masters/283524,Appearance,Apparat,2010,,111,531,2492745,,CD
6449434,Accepted,release,"12"", Pic + CD, Comp + DVD + Box, Ltd, Num","DFA, Princeton Architectural Press",Sleepwalkers,https://api.discogs.com/releases/6449434,Appearance,Doug Aitken,2012,,46,37,,Chimeras,CD
690385,,master,,,Aurora,https://api.discogs.com/masters/690385,Appearance,Ben Frost,2014,,295,892,5718367,,CD
21284971,Accepted,release,"CD, Comp",Uncut (2),Hit Parade (15 Tracks Of The Month's Best Music),https://api.discogs.com/releases/21284971,Appearance,Various,2021,,5,177,,Seasick,CD
26756936,Accepted,release,"LP, Dlx, Ltd + CD + Film, 16mm",Constellation,Qalaq,https://api.discogs.com/releases/26756936,Appearance,Jerusalem In My Heart,2021,,4,6,,Qalaq 7,CD
2364916,,master,,,Qalaq,https://api.discogs.com/masters/2364916,Appearance,Jerusalem In My Heart,2021,,15,147,20843287,,CD
73586,Accepted,release,"CD, Comp",Ritornell,Klangmaschine_Soundmachine,https://api.discogs.com/releases/73586,TrackAppearance,Various,2002,,52,171,,Bildmaschine,CD
5768,,master,,,Clicks & Cuts 3,https://api.discogs.com/masters/5768,TrackAppearance,Various,2002,,311,507,109244,,CD
162306,Accepted,release,"2xCD, Comp, Enh",Tigerbeat6,Good Night: Music To Sleep By,https://api.discogs.com/releases/162306,TrackAppearance,Various,2003,,56,153,,Indigo Aerial,CD
190047,Accepted,release,"CD, Album, Comp",Mutek_Rec,Mutek 03,https://api.discogs.com/releases/190047,TrackAppearance,Various,2003,,48,95,,Enyanni,CD
190420,Accepted,release,CD,Intr_version Records,Saturday Morning Empires,https://api.discogs.com/releases/190420,TrackAppearance,Various,2003,,20,104,,Enima,CD
756019,Accepted,release,"3xCD, Comp","After Hours, After Hours, After Hours",Afterhours #18:  A Child Will Imitate His Parents (Summer 2003),https://api.discogs.com/releases/756019,TrackAppearance,Various,2003,,15,8,,Night Flight To Your H...,CD
857283,Accepted,release,"2xCD, Comp",Oral,Volt-AA,https://api.discogs.com/releases/857283,TrackAppearance,Various,2003,,15,46,,21:35:9:11:02,CD
346499,Accepted,release,"LP, Comp, Ltd, Num, Whi",(1.8)sec.records,(1.8)sec.compilation,https://api.discogs.com/releases/346499,TrackAppearance,Various,2004,,46,65,,Untitled,LP
361866,Accepted,release,"CD, Comp",Constellation,Song Of The Silent Land,https://api.discogs.com/releases/361866,TrackAppearance,Various,2004,,96,599,,Tres Tres &quot;Avant&...,CD
480900,Accepted,release,"CD, Comp","Gonzo Circus, Gonzo Circus",Mind The Gap Volume 48,https://api.discogs.com/releases/480900,TrackAppearance,Various,2004,,11,118,,Enima,CD
518459,Accepted,release,"2xCD, Comp, Car",Data Error,Club Transmediale 04 (Fly Utopia),https://api.discogs.com/releases/518459,TrackAppearance,Various,2004,,24,37,,The Star Compass,CD
11005731,Accepted,release,"CD, Comp, Promo, Smplr",Not On Label,Pop Montréal / Montreal Sampler 2004,https://api.discogs.com/releases/11005731,TrackAppearance,Various,2004,,0,6,,Neither More Nor Less,CD
20059840,Accepted,release,"CDr, Mixed, Promo",!K7 Flavour,Flavour Mix - November 2004,https://api.discogs.com/releases/20059840,TrackAppearance,Swayzak,2004,,5,1,,"Spectral, Song Of The ...",CD
354202,,master,,,Starchy Roots,https://api.discogs.com/masters/354202,TrackAppearance,Various,2004,,142,245,323884,,CD
429225,Accepted,release,"2xCD, Comp",Rackham Records,Homenaje,https://api.discogs.com/releases/429225,TrackAppearance,Various,2005,,34,19,,T-Bone,CD
506491,Accepted,release,"LP, Comp, Cle",Staalplaat,Yokomono 02: 55 Lock Grooves,https://api.discogs.com/releases/506491,TrackAppearance,Various,2005,,124,127,,"Untitled, Untitled, Un...",LP
1003914,Accepted,release,"3xCD, Comp",En/Of,En/Of 001-030,https://api.discogs.com/releases/1003914,TrackAppearance,Various,2005,,84,68,,Radio Marti,CD
1612004,Accepted,release,"CD, Comp","Tomorrow Recordings, Eros Music",Echofields,https://api.discogs.com/releases/1612004,TrackAppearance,Various,2005,,14,11,,The Star Compass,CD
5708,,master,,,Oceanic Remixes/Reinterpretations,https://api.discogs.com/masters/5708,TrackAppearance,Isis (6),2005,,83,740,443539,,CD
799359,Accepted,release,"CD, Comp",Barge Recordings,Innature,https://api.discogs.com/releases/799359,TrackAppearance,Various,2006,,18,69,,Dungeoneering,CD
840305,Accepted,release,"CD, Comp",Ytterbium,Sur-terre.net (Soundtrack For Variable Fiction),https://api.discogs.com/releases/840305,TrackAppearance,Various,2006,,36,74,,Ventoux,CD
11857235,Accepted,release,"CD, Album, Comp, Smplr",XLR8R,Incite 46,https://api.discogs.com/releases/11857235,TrackAppearance,Various,2006,,1,3,,Dungeoneering,CD
5322,,master,,,Live At Sónar,https://api.discogs.com/masters/5322,TrackAppearance,Miss Kittin,2006,,56,315,606875,,CD
5837,,master,,,Idol Tryouts Two: Ghostly International Vol. Two,https://api.discogs.com/masters/5837,TrackAppearance,Various,2006,,46,251,667561,,CD
900258,Accepted,release,"CD, Comp, Promo",BEATmagazine,BEAT No. 38,https://api.discogs.com/releases/900258,TrackAppearance,Various,2007,,2,14,,Dungeoneering,CD
1062374,Accepted,release,"CD, Comp",Gonzo Circus,Mind The Gap Volume 69,https://api.discogs.com/releases/1062374,TrackAppearance,Various,2007,,14,114,,Azure Azure,CD
1106042,Accepted,release,"2xCD, Comp",Room40,Airport Symphony,https://api.discogs.com/releases/1106042,TrackAppearance,Various,2007,,80,140,,Blue Ember Breeze,CD
1110403,Accepted,release,"2xCD, Comp, Promo, Smplr","Calouste Gulbenkian Foundation, Wire Magazine",Atlantic Waves 2007 Festival Sampler,https://api.discogs.com/releases/1110403,TrackAppearance,Various,2007,,21,283,,Frames (Static Piano E...,CD
2563711,Accepted,release,"CDr, Comp, Ltd",IO SOUND,Fête de l'art _ January 17.2007,https://api.discogs.com/releases/2563711,TrackAppearance,Various,2007,,8,2,,Arts BDay Track2,CD
2641578,Accepted,release,"10xLP + 2xLP, S/Sided + Box, Comp, Ltd",Conspiracy Records (2),Conspiracy Records 12 LP Anniversary Box - 10 Years Of Aural Abuse ,https://api.discogs.com/releases/2641578,TrackAppearance,Various,2007,,83,52,,"Rainbow Blood, Stags, ...",LP
3067792,Accepted,release,"CD, Comp",Foggy Notions,Kranky,https://api.discogs.com/releases/3067792,TrackAppearance,Various,2007,,10,11,,Dungeoneering,CD
3971264,Accepted,release,"File, MP3, Mixed, 160",Mix Of The Week,A Willing End,https://api.discogs.com/releases/3971264,TrackAppearance,bvdub,2007,,5,9,,"Incurably Optimistic, ...",Other
1600166,Accepted,release,"CD, Comp",Santarcangelo Dei Teatri,Miscellaneous Sounds Part Two,https://api.discogs.com/releases/1600166,TrackAppearance,Various,2008,,0,2,,Whitecaps Of White Noi...,CD
3062040,Accepted,release,"14xFile, MP3, Comp, 320",Boomkat,14 Tracks : Selected By Xela,https://api.discogs.com/releases/3062040,TrackAppearance,Various,2008,,4,2,,Balkanize-You,Other
3160605,Accepted,release,"14xFile, MP3, Comp, 320",Boomkat,14 Tracks Of Drone Pop,https://api.discogs.com/releases/3160605,TrackAppearance,Various,2008,,6,7,,Azure Azure,Other
3397486,Accepted,release,"File, MP3, Comp, 192",Alias Frequencies,ELEVENELEVEN :: Tom Hall,https://api.discogs.com/releases/3397486,TrackAppearance,Various,2008,,1,2,,"Rainbow Blood, Stags, ...",Other
2022795,Accepted,release,"DVD-D, Comp + DVD-V",Send + Receive Editions,Send + Receive: 10 Years Of Sound,https://api.discogs.com/releases/2022795,TrackAppearance,Various,2009,,20,28,,-2003,DVD
5138852,Accepted,release,"File, Mixed, 320",Miasmah,EKS 2009,https://api.discogs.com/releases/5138852,TrackAppearance,Svarte Greiner,2009,,2,2,,Pond Life,Other
15038589,Accepted,release,"File, MP3, Comp, Mixed, 192",Tiny Mix Tapes,Pumpkin Gets A Snakebite,https://api.discogs.com/releases/15038589,TrackAppearance,MR P*,2009,,0,0,,Sea Of Pulses (An Imag...,Other
20570398,Accepted,release,"CD, Comp, Promo",XLR8R,Incite 69,https://api.discogs.com/releases/20570398,TrackAppearance,Various,2009,,0,2,,Sea Of Pulses,CD
5874,,master,,,Pop Ambient 2009,https://api.discogs.com/masters/5874,TrackAppearance,Various,2009,,51,310,1655668,,CD
2438046,Accepted,release,"CD, Comp, P/Mixed, Promo","Room40, Wire Magazine",10,https://api.discogs.com/releases/2438046,TrackAppearance,Various,2010,,16,310,,Apondalifa (Excerpt),CD
2589328,Accepted,release,"File, MP3, Mixed, 320",Self-Titled,Minutes From Mirage,https://api.discogs.com/releases/2589328,TrackAppearance,Laurel Halo,2010,,3,5,,Ghost Writing (Part I),Other
3266860,Accepted,release,"File, MP3, Comp, Mixed, 320",Headphone Commute,Spring Rain Mix,https://api.discogs.com/releases/3266860,TrackAppearance,Various,2010,,0,2,,Harmony In Blue III,Other
3578270,Accepted,release,"File, MP3, Mixed, 160",Resident Advisor,RA.196,https://api.discogs.com/releases/3578270,TrackAppearance,Kuedo,2010,,2,12,,Harmony In Blue II,Other
4706235,Accepted,release,"File, MP3, Comp, Mixed",theberlinerbroadcastfacility,TBBF Présente…,https://api.discogs.com/releases/4706235,TrackAppearance,Various,2010,,1,1,,Borderlands,Other
7901728,Accepted,release,"100xFile, MP3, Comp, 320",Bleep (2),The Top 100 Tracks Of 2009,https://api.discogs.com/releases/7901728,TrackAppearance,Various,2010,,8,11,,Sea of Pulses,Other
16020171,Accepted,release,"File, MP3, Mixed, 192",No Conclusion,Get It Out Of The Truck,https://api.discogs.com/releases/16020171,TrackAppearance,Women,2010,,1,0,,Spring Heeled Jack Fli...,Other
19828882,Accepted,release,"File, MP3, Mixed, 320",Electric Deluxe,Electric Deluxe Podcast 008,https://api.discogs.com/releases/19828882,TrackAppearance,Ronny Krieger,2010,,0,3,,Borderlands,Other
283524,,master,,,DJ-Kicks,https://api.discogs.com/masters/283524,TrackAppearance,Apparat,2010,,111,531,2492745,,CD
2798920,Accepted,release,"64xFile, MP3, Comp, 320",Antiopic,Benefit For The Recovery In Japan,https://api.discogs.com/releases/2798920,TrackAppearance,Various,2011,,26,34,,Hatred Of Music (Doubl...,Other
2800475,Accepted,release,"File, MP3, Mixed, 320",BTS Radio,Quiet On The Freeway,https://api.discogs.com/releases/2800475,TrackAppearance,Jed And Lucia,2011,,1,3,,Sundown6093,Other
2811863,Accepted,release,"File, MP3, Mixed, 320",FACT Magazine,FACT Mix 235,https://api.discogs.com/releases/2811863,TrackAppearance,Ben Frost,2011,,10,22,,"The Piano Drop, Music ...",Other
2854691,Accepted,release,"File, MP3, Mixed, 320",Warp Records,The Misanthrope Meditation Mix,https://api.discogs.com/releases/2854691,TrackAppearance,Prefuse 73 + Zola Jesus,2011,,17,23,,Hatred Of Music II,Other
3048965,Accepted,release,"File, MP3, Mixed, 192",Headphone Commute,Sound Mind,https://api.discogs.com/releases/3048965,TrackAppearance,HC*,2011,,2,2,,Hatred Of Music II,Other
3180751,Accepted,release,"File, MP3, Mixed, 160",Resident Advisor,RA.281,https://api.discogs.com/releases/3180751,TrackAppearance,Max Cooper,2011,,3,23,,Chimeras,Other
3197750,Accepted,release,"Cass, Comp",WonderSound,Strangeways Vol. 3,https://api.discogs.com/releases/3197750,TrackAppearance,Various,2011,,30,1,,Hatred Of Music I,Other
